league,season,team_x,player,nation_,pos_,age_,born_,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Performance_Saves,first_name,second_name,team_y,now_cost,selected_by_percent,total_points,element_type,threat,creativity,influence,team_name,full_name
ENG-Premier League,2526,Arsenal,Bukayo Saka,ENG,"FW,MF",24-243,2001,29,23,2053,22.8,7,4,11,6,1,1,1,0,0.31,0.18,0.48,0.26,0.44,,Bukayo,Saka,1,100,11.4,147,3,804.0,828.9,602.6,Arsenal,Bukayo Saka
ENG-Premier League,2526,Arsenal,Christian Nørgaard,DEN,MF,32-057,1994,6,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Christian,Nørgaard,1,51,0.1,6,3,7.0,0.4,15.8,Arsenal,Christian Nørgaard
ENG-Premier League,2526,Arsenal,Cristhian Mosquera,ESP,DF,21-313,2004,17,7,769,8.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,Cristhian,Mosquera,1,53,0.2,30,2,16.0,66.6,171.2,Arsenal,Cristhian Mosquera
ENG-Premier League,2526,Arsenal,Declan Rice,ENG,MF,27-112,1999,34,33,2914,32.4,4,5,9,4,0,0,3,0,0.12,0.15,0.28,0.12,0.28,,Declan,Rice,1,72,24.1,179,3,294.0,1021.1,802.6,Arsenal,Declan Rice
ENG-Premier League,2526,Arsenal,Eberechi Eze,ENG,"MF,FW",27-311,1998,29,19,1658,18.4,7,2,9,7,0,0,1,0,0.38,0.11,0.49,0.38,0.49,,Eberechi,Eze,1,73,8.9,109,3,408.0,291.1,380.8,Arsenal,Eberechi Eze
ENG-Premier League,2526,Arsenal,Ethan Nwaneri,ENG,MF,19-046,2007,6,0,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Ethan,Nwaneri,1,50,0.1,8,3,24.0,22.5,8.6,Arsenal,Ethan Nwaneri
ENG-Premier League,2526,Arsenal,Jurriën Timber,NED,DF,24-323,2001,30,28,2454,27.3,3,5,8,3,0,0,5,0,0.11,0.18,0.29,0.11,0.29,,Jurriën,Timber,1,60,15.9,149,2,352.0,402.6,499.0,Arsenal,Jurriën Timber
ENG-Premier League,2526,Arsenal,Kai Havertz,GER,"MF,FW",26-329,1999,9,6,440,4.9,1,2,3,1,0,0,0,0,0.2,0.41,0.61,0.2,0.61,,Kai,Havertz,1,73,0.6,24,4,140.0,62.7,93.6,Arsenal,Kai Havertz
ENG-Premier League,2526,Arsenal,Leandro Trossard,BEL,"FW,MF",31-153,1994,29,19,1821,20.2,5,6,11,5,0,0,1,0,0.25,0.3,0.54,0.25,0.54,,Leandro,Trossard,1,65,0.9,116,3,534.0,531.2,493.2,Arsenal,Leandro Trossard
ENG-Premier League,2526,Arsenal,Martin Ødegaard,NOR,MF,27-140,1998,22,15,1256,14.0,1,5,6,1,0,0,0,0,0.07,0.36,0.43,0.07,0.43,,Martin,Ødegaard,1,78,1.6,71,3,161.0,545.7,305.0,Arsenal,Martin Ødegaard
ENG-Premier League,2526,Arsenal,Max Dowman,ENG,MF,16-126,2009,5,0,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0,0.94,0.94,0.94,,Max,Dowman,1,42,0.8,13,3,61.0,38.7,42.6,Arsenal,Max Dowman
ENG-Premier League,2526,Arsenal,Myles Lewis-Skelly,ENG,"DF,MF",19-222,2006,17,3,511,5.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,Myles,Lewis-Skelly,1,50,1.5,26,2,29.0,69.0,68.6,Arsenal,Myles Lewis-Skelly
ENG-Premier League,2526,Arsenal,Noni Madueke,ENG,"FW,MF",24-057,2002,24,15,1118,12.4,2,1,3,2,0,0,0,0,0.16,0.08,0.24,0.16,0.24,,Noni,Madueke,1,68,0.8,61,3,343.0,307.5,209.6,Arsenal,Noni Madueke
ENG-Premier League,2526,Arsenal,Piero Hincapié,ECU,DF,24-117,2002,23,19,1683,18.7,1,2,3,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,,Piero,Hincapié,1,51,0.9,84,2,61.0,181.0,434.8,Arsenal,Piero Hincapié
ENG-Premier League,2526,Arsenal,Riccardo Calafiori,ITA,DF,23-352,2002,23,19,1538,17.1,1,2,3,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18,,Riccardo,Calafiori,1,56,5.9,100,2,303.0,141.9,270.0,Arsenal,Riccardo Calafiori
ENG-Premier League,2526,Arsenal,Viktor Gyökeres,SWE,FW,27-336,1998,33,25,2108,23.4,14,1,15,11,3,3,5,0,0.6,0.04,0.64,0.47,0.51,,Viktor,Gyökeres,1,90,15.6,126,4,762.0,252.8,534.2,Arsenal,Viktor Gyökeres
ENG-Premier League,2526,Arsenal,William Saliba,FRA,DF,25-043,2001,29,28,2434,27.0,1,0,1,1,0,0,1,0,0.04,0.0,0.04,0.04,0.04,,William,Saliba,1,62,16.0,129,2,90.0,199.2,533.0,Arsenal,William Saliba
ENG-Premier League,2526,Aston Villa,Amadou Onana,BEL,MF,24-263,2001,24,21,1740,19.3,2,0,2,2,0,0,3,0,0.1,0.0,0.1,0.1,0.1,,Amadou,Onana,2,48,0.6,75,3,178.0,151.1,409.6,Aston Villa,Amadou Onana
ENG-Premier League,2526,Aston Villa,Andrés García,ESP,DF,23-088,2003,5,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Andrés,García,2,39,0.2,4,2,0.0,2.7,3.2,Aston Villa,Andrés García
ENG-Premier League,2526,Aston Villa,Boubacar Kamara,FRA,MF,26-164,1999,18,17,1411,15.7,1,3,4,1,0,0,5,0,0.06,0.19,0.26,0.06,0.26,,Boubacar,Kamara,2,49,0.2,61,3,75.0,241.3,325.0,Aston Villa,Boubacar Kamara
ENG-Premier League,2526,Aston Villa,Bradley Burrowes,ENG,MF,18-063,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Bradley,Burrowes,2,43,0.1,1,3,0.0,0.3,0.0,Aston Villa,Bradley Burrowes
ENG-Premier League,2526,Aston Villa,Donyell Malen,NED,"FW,MF",27-117,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69,,Donyell,Malen,2,51,0.4,55,3,290.0,99.7,183.4,Aston Villa,Donyell Malen
ENG-Premier League,2526,Aston Villa,Evann Guessand,CIV,MF,24-309,2001,13,6,588,6.5,0,1,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,,Evann,Guessand,8,62,0.0,42,3,183.0,75.8,156.8,Crystal Palace,Evann Guessand
ENG-Premier League,2526,Aston Villa,George Hemmings,ENG,MF,19-063,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,George,Hemmings,2,45,0.0,2,3,2.0,1.7,0.0,Aston Villa,George Hemmings
ENG-Premier League,2526,Aston Villa,Harvey Elliott,ENG,MF,23-032,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Harvey,Elliott,2,51,0.2,5,3,31.0,31.7,11.8,Aston Villa,Harvey Elliott
ENG-Premier League,2526,Aston Villa,Ian Maatsen,NED,DF,24-057,2002,27,15,1436,16.0,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,,Ian,Maatsen,2,42,0.6,48,2,220.0,348.1,308.2,Aston Villa,Ian Maatsen
ENG-Premier League,2526,Aston Villa,Jadon Sancho,ENG,MF,26-042,2000,22,9,875,9.7,0,2,2,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,,Jadon,Sancho,2,58,0.2,36,3,193.0,288.8,129.2,Aston Villa,Jadon Sancho
ENG-Premier League,2526,Aston Villa,John McGinn,SCO,MF,31-200,1994,27,26,1959,21.8,4,3,7,4,0,0,4,0,0.18,0.14,0.32,0.18,0.32,,John,McGinn,2,53,0.7,96,3,291.0,601.9,419.0,Aston Villa,John McGinn
ENG-Premier League,2526,Aston Villa,Lamare Bogarde,NED,"MF,DF",22-121,2004,26,10,970,10.8,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,,Lamare,Bogarde,2,40,0.5,38,2,14.0,58.0,129.8,Aston Villa,Lamare Bogarde
ENG-Premier League,2526,Aston Villa,Leon Bailey,JAM,MF,28-270,1997,11,2,363,4.0,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,,Leon,Bailey,2,55,0.1,16,3,59.0,158.5,65.0,Aston Villa,Leon Bailey
ENG-Premier League,2526,Aston Villa,Lucas Digne,FRA,DF,32-290,1993,29,20,1745,19.4,0,5,5,0,0,0,3,0,0.0,0.26,0.26,0.0,0.26,,Lucas,Digne,2,45,1.6,93,2,126.0,439.2,376.8,Aston Villa,Lucas Digne
ENG-Premier League,2526,Aston Villa,Marco Bizot,NED,GK,35-057,1991,6,5,495,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,17,Marco,Bizot,2,42,0.4,14,1,0.0,0.0,118.2,Aston Villa,Marco Bizot
ENG-Premier League,2526,Aston Villa,Matty Cash,POL,DF,28-272,1997,32,32,2800,31.1,3,3,6,3,0,0,8,0,0.1,0.1,0.19,0.1,0.19,,Matty,Cash,2,47,8.1,116,2,217.0,487.6,618.4,Aston Villa,Matty Cash
ENG-Premier League,2526,Aston Villa,Morgan Rogers,ENG,MF,23-284,2002,35,35,3100,34.4,9,5,14,9,0,0,7,0,0.26,0.15,0.41,0.26,0.41,,Morgan,Rogers,2,74,23.4,157,3,850.0,654.4,680.6,Aston Villa,Morgan Rogers
ENG-Premier League,2526,Aston Villa,Ollie Watkins,ENG,FW,30-127,1995,34,30,2569,28.5,11,2,13,11,0,0,3,0,0.39,0.07,0.46,0.39,0.46,,Ollie,Watkins,2,87,14.3,139,4,990.0,316.1,556.6,Aston Villa,Ollie Watkins
ENG-Premier League,2526,Aston Villa,Pau Torres,ESP,DF,29-110,1997,19,17,1568,17.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Pau,Torres,2,43,0.3,59,2,55.0,46.5,302.4,Aston Villa,Pau Torres
ENG-Premier League,2526,Aston Villa,Ross Barkley,ENG,MF,32-152,1993,18,5,648,7.2,2,0,2,2,0,0,1,0,0.28,0.0,0.28,0.28,0.28,,Ross,Barkley,2,48,0.1,50,3,189.0,145.6,200.6,Aston Villa,Ross Barkley
ENG-Premier League,2526,Aston Villa,Tammy Abraham,ENG,FW,28-216,1997,12,2,286,3.2,2,0,2,2,0,0,0,0,0.63,0.0,0.63,0.63,0.63,,Tammy,Abraham,2,58,0.2,23,4,136.0,49.2,87.2,Aston Villa,Tammy Abraham
ENG-Premier League,2526,Aston Villa,Tyrone Mings,ENG,DF,33-054,1993,15,13,1144,12.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Tyrone,Mings,2,43,0.6,46,2,105.0,79.7,256.2,Aston Villa,Tyrone Mings
ENG-Premier League,2526,Aston Villa,Victor Lindelöf,SWE,DF,31-293,1994,14,8,758,8.4,0,1,1,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,,Victor,Lindelöf,2,45,0.1,26,2,22.0,32.9,156.4,Aston Villa,Victor Lindelöf
ENG-Premier League,2526,Aston Villa,Youri Tielemans,BEL,MF,28-364,1997,22,19,1665,18.5,0,4,4,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22,,Youri,Tielemans,2,59,0.7,65,3,170.0,467.8,405.2,Aston Villa,Youri Tielemans
ENG-Premier League,2526,Bournemouth,Adam Smith,ENG,DF,35-007,1991,19,11,809,9.0,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,,Adam,Smith,4,44,0.2,50,2,18.0,70.9,148.8,Bournemouth,Adam Smith
ENG-Premier League,2526,Bournemouth,Adrien Truffert,FRA,DF,24-167,2001,35,35,3109,34.5,1,3,4,1,0,0,4,0,0.03,0.09,0.12,0.03,0.12,,Adrien,Truffert,4,47,4.7,155,2,176.0,506.7,779.6,Bournemouth,Adrien Truffert
ENG-Premier League,2526,Bournemouth,Alex Scott,ENG,MF,22-258,2003,35,32,2670,29.7,3,1,4,3,0,0,4,0,0.1,0.03,0.13,0.1,0.13,,Alex,Scott,4,50,2.3,132,3,314.0,468.5,578.6,Bournemouth,Alex Scott
ENG-Premier League,2526,Bournemouth,Alex Tóth,HUN,MF,20-195,2005,7,1,83,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Alex,Tóth,4,49,0.0,7,3,14.0,45.1,9.6,Bournemouth,Alex Tóth
ENG-Premier League,2526,Bournemouth,Amine Adli,MAR,MF,25-361,2000,29,10,1063,11.8,3,1,4,3,0,0,2,0,0.25,0.08,0.34,0.25,0.34,,Amine,Adli,4,54,0.2,66,3,260.0,235.1,267.4,Bournemouth,Amine Adli
ENG-Premier League,2526,Bournemouth,Antoine Semenyo,GHA,MF,26-119,2000,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.5,0.15,0.65,0.45,0.6,,Antoine,Semenyo,13,81,47.7,186,3,964.0,570.6,844.4,Man City,Antoine Semenyo
ENG-Premier League,2526,Bournemouth,Bafodé Diakité,FRA,DF,25-120,2001,18,15,1277,14.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Bafodé,Diakité,4,41,0.3,46,2,22.0,54.3,267.0,Bournemouth,Bafodé Diakité
ENG-Premier League,2526,Bournemouth,Ben Gannon-Doak,SCO,MF,20-176,2005,7,0,79,0.9,0,1,1,0,0,0,0,0,0.0,1.14,1.14,0.0,1.14,,Ben,Gannon-Doak,4,48,0.0,10,3,17.0,16.4,28.4,Bournemouth,Ben Gannon-Doak
ENG-Premier League,2526,Bournemouth,Ben Winterburn,ENG,MF,21-244,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Ben,Winterburn,4,45,0.0,1,3,0.0,0.0,0.0,Bournemouth,Ben Winterburn
ENG-Premier League,2526,Bournemouth,David Brooks,WAL,MF,28-302,1997,29,13,1185,13.2,1,3,4,1,0,0,7,0,0.08,0.23,0.3,0.08,0.3,,David,Brooks,4,50,0.2,58,3,416.0,374.2,231.0,Bournemouth,David Brooks
ENG-Premier League,2526,Bournemouth,Enes Ünal,TUR,FW,28-361,1997,20,0,200,2.2,1,0,1,1,0,0,1,0,0.45,0.0,0.45,0.45,0.45,,Enes,Ünal,4,54,0.0,25,4,93.0,14.1,55.8,Bournemouth,Enes Ünal
ENG-Premier League,2526,Bournemouth,James Hill,ENG,DF,24-116,2002,26,19,1836,20.4,0,3,3,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,,James,Hill,4,42,7.5,106,2,111.0,149.8,545.4,Bournemouth,James Hill
ENG-Premier League,2526,Bournemouth,Justin Kluivert,NED,MF,27-001,1999,18,10,919,10.2,2,0,2,2,0,0,4,0,0.2,0.0,0.2,0.2,0.2,,Justin,Kluivert,4,69,0.6,40,3,128.0,304.1,146.6,Bournemouth,Justin Kluivert
ENG-Premier League,2526,Bournemouth,Lewis Cook,ENG,"MF,DF",29-092,1997,16,8,872,9.7,0,1,1,0,0,0,1,1,0.0,0.1,0.1,0.0,0.1,,Lewis,Cook,4,49,0.0,38,3,12.0,183.3,206.0,Bournemouth,Lewis Cook
ENG-Premier League,2526,Bournemouth,Marcus Tavernier,ENG,MF,27-045,1999,31,28,2474,27.5,6,4,10,4,2,2,5,0,0.22,0.15,0.36,0.15,0.29,,Marcus,Tavernier,4,54,4.9,125,3,567.0,696.8,584.2,Bournemouth,Marcus Tavernier
ENG-Premier League,2526,Bournemouth,Ryan Christie,SCO,MF,31-073,1995,25,8,954,10.6,2,0,2,2,0,0,3,0,0.19,0.0,0.19,0.19,0.19,,Ryan,Christie,4,49,0.1,47,3,220.0,197.0,226.6,Bournemouth,Ryan Christie
ENG-Premier League,2526,Bournemouth,Tyler Adams,USA,MF,27-081,1999,22,19,1544,17.2,2,2,4,2,0,0,7,0,0.12,0.12,0.23,0.12,0.23,,Tyler,Adams,4,49,0.3,70,3,114.0,151.7,361.6,Bournemouth,Tyler Adams
ENG-Premier League,2526,Bournemouth,Đorđe Petrović,SRB,GK,26-210,1999,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,103,Đorđe,Petrović,4,46,5.1,118,1,0.0,0.0,774.2,Bournemouth,Đorđe Petrović
ENG-Premier League,2526,Brentford,Aaron Hickey,SCO,DF,23-330,2002,19,7,600,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Aaron,Hickey,5,40,0.3,36,2,43.0,16.3,98.2,Brentford,Aaron Hickey
ENG-Premier League,2526,Brentford,Antoni Milambo,NED,MF,21-033,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Antoni,Milambo,5,52,0.0,1,3,0.0,1.8,4.0,Brentford,Antoni Milambo
ENG-Premier League,2526,Brentford,Caoimhín Kelleher,IRL,GK,27-164,1998,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,95,Caoimhín,Kelleher,5,48,12.1,135,1,0.0,23.0,848.4,Brentford,Caoimhín Kelleher
ENG-Premier League,2526,Brentford,Dango Ouattara,BFA,MF,24-084,2002,29,23,2073,23.0,5,3,8,5,0,0,5,0,0.22,0.13,0.35,0.22,0.35,,Dango,Ouattara,5,57,1.6,119,3,609.0,407.4,435.4,Brentford,Dango Ouattara
ENG-Premier League,2526,Brentford,Ethan Pinnock,JAM,DF,32-342,1993,4,4,318,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,Ethan,Pinnock,5,42,0.1,14,2,33.0,1.2,88.6,Brentford,Ethan Pinnock
ENG-Premier League,2526,Brentford,Frank Onyeka,NGA,MF,28-125,1998,6,0,92,1.0,0,1,1,0,0,0,0,0,0.0,0.98,0.98,0.0,0.98,,Frank,Onyeka,5,48,0.0,12,3,4.0,13.6,28.4,Brentford,Frank Onyeka
ENG-Premier League,2526,Brentford,Jordan Henderson,ENG,MF,35-323,1990,29,21,1820,20.2,1,3,4,1,0,0,4,0,0.05,0.15,0.2,0.05,0.2,,Jordan,Henderson,5,50,0.3,75,3,47.0,337.8,328.0,Brentford,Jordan Henderson
ENG-Premier League,2526,Brentford,Josh Dasilva,ENG,MF,27-195,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Josh,Dasilva,5,49,0.0,1,3,0.0,1.0,0.2,Brentford,Josh Dasilva
ENG-Premier League,2526,Brentford,Kaye Furo,BEL,FW,19-089,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,Kaye,Furo,5,45,0.0,1,4,0.0,0.0,0.0,Brentford,Kaye Furo
ENG-Premier League,2526,Brentford,Keane Lewis-Potter,ENG,"DF,MF",25-073,2001,33,19,1704,18.9,3,3,6,3,0,0,1,0,0.16,0.16,0.32,0.16,0.32,,Keane,Lewis-Potter,5,48,1.5,109,2,343.0,315.8,353.6,Brentford,Keane Lewis-Potter
ENG-Premier League,2526,Brentford,Kevin Schade,GER,"MF,FW",24-160,2001,32,30,2537,28.2,7,3,10,7,0,1,6,1,0.25,0.11,0.35,0.25,0.35,,Kevin,Schade,5,68,1.4,117,3,745.0,377.1,499.2,Brentford,Kevin Schade
